,sensor_id,latency
927,humidity,0.076056
928,temperature,0.131307
929,pressure,0.043731
930,humidity,0.043733
931,temperature,0.043174
932,pressure,0.043551
933,humidity,0.213464
934,temperature,0.072767
935,pressure,0.043599
936,humidity,0.231257
937,temperature,0.08986
938,pressure,0.047496
939,humidity,0.14706
940,temperature,0.043318
941,pressure,0.077432
942,humidity,0.063939
943,temperature,0.116656
944,pressure,0.046028
945,humidity,0.079338
946,temperature,0.237083
947,pressure,0.119844
948,humidity,0.09752
949,temperature,0.046219
950,pressure,0.129671
951,humidity,0.114491
952,temperature,0.044957
953,pressure,0.045101
954,humidity,0.131406
955,temperature,0.044976
956,pressure,0.060657
957,humidity,0.148973
958,temperature,0.06292
959,pressure,0.077941
960,humidity,0.166315
961,temperature,0.043573
962,pressure,0.095856
963,humidity,0.18376
964,temperature,0.042922
965,pressure,0.112951
966,humidity,0.200602
967,temperature,0.059399
968,pressure,0.131361
969,humidity,0.122464
970,temperature,0.045601
971,pressure,0.148952
972,humidity,0.133917
973,temperature,0.043547
974,pressure,0.075142
975,humidity,0.254415
976,temperature,0.115648
977,pressure,0.045618
978,humidity,0.067314
979,temperature,0.122402
980,pressure,0.043913
981,humidity,0.084796
982,temperature,0.140642
983,pressure,0.0443
984,humidity,0.102749
985,temperature,0.04604
986,pressure,0.045087
987,humidity,0.04574
988,temperature,0.073257
989,pressure,0.043336
990,humidity,0.137909
991,temperature,0.045576
992,pressure,0.067493
993,humidity,0.155169
994,temperature,0.046307
995,pressure,0.085264
996,humidity,0.173045
997,temperature,0.045625
998,pressure,0.102625
999,humidity,0.190229
1000,temperature,0.055936
1001,pressure,0.120317
1002,humidity,0.105724
1003,temperature,0.047869
1004,pressure,0.138223
1005,humidity,0.225782
1006,temperature,0.085298
1007,pressure,0.044045
1008,humidity,0.140835
1009,temperature,0.045229
1010,pressure,0.111899
1011,humidity,0.055693
1012,temperature,0.081377
1013,pressure,0.04326
1014,humidity,0.176151
1015,temperature,0.045441
1016,pressure,0.10712
1017,humidity,0.092013
1018,temperature,0.249605
1019,pressure,0.132061
1020,humidity,0.109328
1021,temperature,0.16455
1022,pressure,0.047196
1023,humidity,0.331789
1024,temperature,0.19072
1025,pressure,0.06841
1026,humidity,0.053141
1027,temperature,0.04566
1028,pressure,0.043611
1029,humidity,0.162159
1030,temperature,0.043678
1031,pressure,0.091958
1032,humidity,0.18
1033,temperature,0.046071
1034,pressure,0.10995
1035,humidity,0.197516
1036,temperature,0.055954
1037,pressure,0.126705
1038,humidity,0.215661
1039,temperature,0.074407
1040,pressure,0.043786
1041,humidity,0.233684
1042,temperature,0.092143
1043,pressure,0.044207
1044,humidity,0.251531
1045,temperature,0.109039
1046,pressure,0.043187
1047,humidity,0.064358
1048,temperature,0.118483
1049,pressure,0.045877
1050,humidity,0.081967
1051,temperature,0.043936
1052,pressure,0.04813
1053,humidity,0.099431
1054,temperature,0.045441
1055,pressure,0.131258
1056,humidity,0.117144
1057,temperature,0.046434
1058,pressure,0.145245
1059,humidity,0.135275
1060,temperature,0.046175
1061,pressure,0.044357
1062,humidity,0.15314
1063,temperature,0.046227
1064,pressure,0.046313
1065,humidity,0.170066
1066,temperature,0.105008
1067,pressure,0.203513
1068,humidity,0.187918
1069,temperature,0.045145
1070,pressure,0.117322
1071,humidity,0.205702
1072,temperature,0.144168
1073,pressure,0.043084
1074,humidity,0.224005
1075,temperature,0.171737
1076,pressure,0.051147
1077,humidity,0.130914
1078,temperature,0.043943
1079,pressure,0.068564
1080,humidity,0.057765
1081,temperature,0.110221
1082,pressure,0.046531
1083,humidity,0.07548
1084,temperature,0.128742
1085,pressure,0.045672
1086,humidity,0.09305
1087,temperature,0.1473
1088,pressure,0.044372
1089,humidity,0.04611
1090,temperature,0.044103
1091,pressure,0.089121
1092,humidity,0.128131
1093,temperature,0.044462
1094,pressure,0.057042
1095,humidity,0.145882
1096,temperature,0.046715
1097,pressure,0.075158
1098,humidity,0.163615
1099,temperature,0.043429
1100,pressure,0.093137
1101,humidity,0.181677
1102,temperature,0.04338
1103,pressure,0.110024
1104,humidity,0.199204
1105,temperature,0.056847
1106,pressure,0.127227
1107,humidity,0.216432
1108,temperature,0.074027
1109,pressure,0.043491
1110,humidity,0.233995
1111,temperature,0.088315
1112,pressure,0.045979
1113,humidity,0.250985
1114,temperature,0.108288
1115,pressure,0.045389
1116,humidity,0.06366
1117,temperature,0.117927
1118,pressure,0.04424
1119,humidity,0.184277
1120,temperature,0.048744
1121,pressure,0.112771
1122,humidity,0.099654
1123,temperature,0.046391
1124,pressure,0.044463
1125,humidity,0.116877
1126,temperature,0.044283
1127,pressure,0.14817
1128,humidity,0.134561
1129,temperature,0.045651
1130,pressure,0.063205
1131,humidity,0.151949
1132,temperature,0.043654
1133,pressure,0.083133
1134,humidity,0.170201
1135,temperature,0.046247
1136,pressure,0.09663
1137,humidity,0.186382
1138,temperature,0.044679
1139,pressure,0.046163
1140,humidity,0.205693
1141,temperature,0.063824
1142,pressure,0.044626
1143,humidity,0.221949
1144,temperature,0.080336
1145,pressure,0.047965
1146,humidity,0.240378
1147,temperature,0.099019
1148,pressure,0.046495
1149,humidity,0.047315
1150,temperature,0.107803
1151,pressure,0.044022
1152,humidity,0.070743
1153,temperature,0.124307
1154,pressure,0.046777
1155,humidity,0.087723
1156,temperature,0.092211
1157,pressure,0.046785
1158,humidity,0.046631
1159,temperature,0.05671
1160,pressure,0.136348
1161,humidity,0.124796
1162,temperature,0.046371
1163,pressure,0.055217
1164,humidity,0.141739
1165,temperature,0.044532
1166,pressure,0.082644
1167,humidity,0.044768
1168,temperature,0.046559
1169,pressure,0.091722
1170,humidity,0.177792
1171,temperature,0.045584
1172,pressure,0.107714
1173,humidity,0.195562
1174,temperature,0.052665
1175,pressure,0.12636
1176,humidity,0.212719
1177,temperature,0.069793
1178,pressure,0.140484
1179,humidity,0.229617
1180,temperature,0.096592
1181,pressure,0.045957
1182,humidity,0.247795
1183,temperature,0.105863
1184,pressure,0.044972
1185,humidity,0.060859
1186,temperature,0.051914
1187,pressure,0.046258
1188,humidity,0.079303
1189,temperature,0.047349
1190,pressure,0.048095
1191,humidity,0.096211
1192,temperature,0.048154
1193,pressure,0.126844
1194,humidity,0.04489
1195,temperature,0.065666
1196,pressure,0.045025
1197,humidity,0.044694
1198,temperature,0.046774
1199,pressure,0.064201
1200,humidity,0.046732
1201,temperature,0.100668
1202,pressure,0.046419
1203,humidity,0.166592
1204,temperature,0.045949
1205,pressure,0.0984
1206,humidity,0.081943
1207,temperature,0.047312
1208,pressure,0.215499
1209,humidity,0.09992
1210,temperature,0.045333
